POI_ID,ADDRESS,"﻿""DESCRIPTION""",NAME,GeoJSON,geo_point_2d
7552,1992 JACKSON MILLS RD,Trail Access,RIDEAU TRAIL JACKSON MILLS RD ACCESS PNT,"{""coordinates"": [-76.5599371, 44.2975782], ""type"": ""Point""}","44.2975782, -76.5599371"
7256,2426 BUR BROOK RD,Trail Access,K&P BUR BROOK RD ACCESS PNT,"{""coordinates"": [-76.559948, 44.2989869], ""type"": ""Point""}","44.2989869, -76.559948"
7257,2426 BUR BROOK RD,Trail Access,RIDEAU TRAIL BUR BROOK RD ACCESS PNT,"{""coordinates"": [-76.559807, 44.2989985], ""type"": ""Point""}","44.2989985, -76.559807"
7556,1456 CENTENNIAL DR,Trail Access,K&P CENTENNIAL DR ACCESS PNT,"{""coordinates"": [-76.5643587, 44.280084], ""type"": ""Point""}","44.280084, -76.5643587"
8092,1066 HUDSON DR,Education Facility,BAYRIDGE PUBLIC SCHOOL,"{""coordinates"": [-76.593426, 44.248654], ""type"": ""Point""}","44.248654, -76.593426"
8093,153 VAN ORDER DR,Education Facility,LOYALIST COLLEGIATE & VOCATIONAL INSTITUTE,"{""coordinates"": [-76.520337, 44.2389589], ""type"": ""Point""}","44.2389589, -76.520337"
8722,773 HWY 15,Soccer Field,LA SALLE HS FOOTBALL FIELD 1,"{""coordinates"": [-76.4561428, 44.2531753], ""type"": ""Point""}","44.2531753, -76.4561428"
8723,1180 WOODBINE RD,Soccer Field,WOODBINE PARK MINI SOCCER FIELD 1,"{""coordinates"": [-76.6013272, 44.2613708], ""type"": ""Point""}","44.2613708, -76.6013272"
8411,750 INNOVATION DR,Soccer Field,J. MACHEN SPORTS FIELDS,"{""coordinates"": [-76.4359522, 44.2717733], ""type"": ""Point""}","44.2717733, -76.4359522"
9010,938 JOHNSON ST,Sports Field,QUEEN'S UNIVERSITY - WEST CAMPUS SOCCER FIELD,"{""coordinates"": [-76.5149908, 44.2294849], ""type"": ""Point""}","44.2294849, -76.5149908"
9011,412 RIDEAU ST,Soccer Field,KATINGS FIELDS,"{""coordinates"": [-76.4853695, 44.2433452], ""type"": ""Point""}","44.2433452, -76.4853695"
8414,704 MILFORD DR,Soccer Field,ASHTON PARK SOCCER FIELD 1,"{""coordinates"": [-76.5806946, 44.2459453], ""type"": ""Point""}","44.2459453, -76.5806946"
9103,875 GARDINERS RD,Park,LIONS CIVIC GARDENS,"{""coordinates"": [-76.5701259, 44.2543675], ""type"": ""Point""}","44.2543675, -76.5701259"
8234,563 KINGSTON MILLS RD,Park,KINGSTON MILLS LOCKS (PARK),"{""coordinates"": [-76.4448299, 44.2916984], ""type"": ""Point""}","44.2916984, -76.4448299"
8235,55 WINDFIELD CRES,Park,BONNY PARK,"{""coordinates"": [-76.4568737, 44.2569073], ""type"": ""Point""}","44.2569073, -76.4568737"
9104,32 INDIAN RD,Park,INDIAN ROAD PARK,"{""coordinates"": [-76.5282021, 44.249594], ""type"": ""Point""}","44.249594, -76.5282021"
9105,820 SOMERSET CRES,Park,SUTTON MILLS PARK,"{""coordinates"": [-76.5772098, 44.2507755], ""type"": ""Point""}","44.2507755, -76.5772098"
8524,648 RIVERMEADE AVE,Parkette,RIVERMEADE PARKETTE,"{""coordinates"": [-76.5404297, 44.2448385], ""type"": ""Point""}","44.2448385, -76.5404297"
7260,200 KING ST W,Trail Access & Parking,WATERFRONT TRAIL ST. LAWRENCE TRAIL ACCESS,"{""coordinates"": [-76.4981804, 44.222555], ""type"": ""Point""}","44.222555, -76.4981804"
7856,920 KING ST W,Water Park,LAKE ONTARIO PARK WATER PARK,"{""coordinates"": [-76.5306923, 44.216333], ""type"": ""Point""}","44.216333, -76.5306923"
7262,1066 KING ST,Trail Access,WATERFRONT TRAIL KING ST W TRAIL ACCESS,"{""coordinates"": [-76.5371596, 44.2198477], ""type"": ""Point""}","44.2198477, -76.5371596"
7263,705 DIVISION ST,Communication Tower,KINGSTON POLICE HEADQUARTERS CELL TOWER,"{""coordinates"": [-76.4954485, 44.2511318], ""type"": ""Point""}","44.2511318, -76.4954485"
7560,1445 MCADOOS LN,Communication Tower,1445 MCADOOS LN SOUTHSIDE CELL TOWER,"{""coordinates"": [-76.4961831, 44.2802917], ""type"": ""Point""}","44.2802917, -76.4961831"
7209,130 RUSSELL ST,Education Facility,REGIOPOLIS - NOTRE DAME CATHOLIC HIGH SCHOOL,"{""coordinates"": [-76.4936299, 44.2432371], ""type"": ""Point""}","44.2432371, -76.4936299"
7211,284 WALSH RD,Education Facility,PERTH RD PUBLIC SCHOOL,"{""coordinates"": [-76.4835482, 44.4330003], ""type"": ""Point""}","44.4330003, -76.4835482"
7813,50 MAIN ST,Education Facility,ERNESTOWN SECONDARY SCHOOL,"{""coordinates"": [-76.7273544, 44.2770073], ""type"": ""Point""}","44.2770073, -76.7273544"
7518,97 PARK CRES,Education Facility,OUR LADY OF MOUNT CARMEL C S,"{""coordinates"": [-76.6409289, 44.2237073], ""type"": ""Point""}","44.2237073, -76.6409289"
7814,3889 WILTON RD,Education Facility,ST. PATRICK C. S.,"{""coordinates"": [-76.6699354, 44.3999662], ""type"": ""Point""}","44.3999662, -76.6699354"
8416,900 HENDERSON BLVD,Soccer Field,JIM BEATTIE PARK (SOCCER FIELD 1),"{""coordinates"": [-76.5821528, 44.2287292], ""type"": ""Point""}","44.2287292, -76.5821528"
8727,,Village,YARKER,"{""coordinates"": [-76.7776288, 44.3741544], ""type"": ""Point""}","44.3741544, -76.7776288"
8330,,Village,WASHBURN,"{""coordinates"": [-76.3238924, 44.3873204], ""type"": ""Point""}","44.3873204, -76.3238924"
8630,,Village,GLENDOWER,"{""coordinates"": [-76.629437, 44.5601216], ""type"": ""Point""}","44.5601216, -76.629437"
8333,,Village,PARHAM,"{""coordinates"": [-76.7140871, 44.6557449], ""type"": ""Point""}","44.6557449, -76.7140871"
8631,,Village,TINCAP,"{""coordinates"": [-75.756013, 44.6180295], ""type"": ""Point""}","44.6180295, -75.756013"
9111,602 CHADWICK DR,Parkette,CHADWICK PARKETTE,"{""coordinates"": [-76.5488829, 44.2618237], ""type"": ""Point""}","44.2618237, -76.5488829"
8526,927 PURDY'S MILL RD,Cemetery,CATARAQUI CEMETERY,"{""coordinates"": [-76.5415001, 44.2600687], ""type"": ""Point""}","44.2600687, -76.5415001"
9112,807 LASALLE BV,Beach,RAVENSVIEW PARK BEACH,"{""coordinates"": [-76.4261895, 44.2379277], ""type"": ""Point""}","44.2379277, -76.4261895"
8527,39 CRERAR BLVD,Beach,CRERAR PARK BEACH,"{""coordinates"": [-76.567364, 44.2126896], ""type"": ""Point""}","44.2126896, -76.567364"
8829,5 RUDD AV,Beach,ESPLANADE PARK BEACH,"{""coordinates"": [-76.3796273, 44.25932], ""type"": ""Point""}","44.25932, -76.3796273"
9113,4000 BATH RD,Marina,GEORGE'S MARINA,"{""coordinates"": [-76.601006, 44.2408373], ""type"": ""Point""}","44.2408373, -76.601006"
7863,29 COLLINGWOOD ST,Cell Antenna,29 COLLINGWOOD ST CELL ANTENNA,"{""coordinates"": [-76.5008187, 44.2236886], ""type"": ""Point""}","44.2236886, -76.5008187"
7267,285 KING ST E,Cell Antenna,FOUR POINTS SHERATON CELL ANTENNA,"{""coordinates"": [-76.4817656, 44.2292078], ""type"": ""Point""}","44.2292078, -76.4817656"
7217,19 CRERAR BLVD,Education Facility,R. G. SINCLAIR PUBLIC SCHOOL,"{""coordinates"": [-76.5694468, 44.2163135], ""type"": ""Point""}","44.2163135, -76.5694468"
7815,4330 WHEATLEY ST,Education Facility,LOUGHBOROUGH PUBLIC SCHOOL,"{""coordinates"": [-76.5937, 44.4081463], ""type"": ""Point""}","44.4081463, -76.5937"
7519,4075 BATH RD,Education Facility,COLLINS BAY PUBLIC SCHOOL,"{""coordinates"": [-76.6121649, 44.2407775], ""type"": ""Point""}","44.2407775, -76.6121649"
7816,1044 LANCASTER DR,Education Facility,MOTHER TERESA CATHOLIC SCHOOL,"{""coordinates"": [-76.5978628, 44.2557439], ""type"": ""Point""}","44.2557439, -76.5978628"
7222,7356 HWY 506,Education Facility,CLARENDON CENTRAL PS,"{""coordinates"": [-76.9847307, 44.9580105], ""type"": ""Point""}","44.9580105, -76.9847307"
8098,4315 COUNTY RD #1,Education Facility,YARKER PS,"{""coordinates"": [-76.7675525, 44.3736835], ""type"": ""Point""}","44.3736835, -76.7675525"
9505,2454 PERTH RD,Plaza,GLENBURNIE GROCERY,"{""coordinates"": [-76.5023511, 44.320894], ""type"": ""Point""}","44.320894, -76.5023511"
8279,151 ORDNANCE ST,Playground,MCBURNEY PARK PLAYGROUND STRUCTURE,"{""coordinates"": [-76.4885955, 44.23569], ""type"": ""Point""}","44.23569, -76.4885955"
9468,775 BAYRIDGE DR,Plaza,BAYRIDGE CENTRE PLAZA,"{""coordinates"": [-76.5903182, 44.2515414], ""type"": ""Point""}","44.2515414, -76.5903182"
9467,625 FORTUNE CRES,Plaza,GARDINERS/FORTUNE CRES CENTRE,"{""coordinates"": [-76.5681184, 44.2729176], ""type"": ""Point""}","44.2729176, -76.5681184"
9466,1528 Sydenham Rd,Health Clinic,"Doctor Averns, Henry L - Internal Medicine and Rheumatology","{""coordinates"": [-76.5407472, 44.2849934], ""type"": ""Point""}","44.2849934, -76.5407472"
9465,1681 BATH RD,Plaza,LASALLE PLAZA,"{""coordinates"": [-76.5698157, 44.2365669], ""type"": ""Point""}","44.2365669, -76.5698157"
9464,730 FRONT RD,Plaza,REDDENDALE PLAZA,"{""coordinates"": [-76.5704867, 44.2186862], ""type"": ""Point""}","44.2186862, -76.5704867"
8890,1 THE TRAGICALLY HIP WAY,Washroom,LEON'S CENTRE WASHROOM,"{""coordinates"": [-76.4791786, 44.23327], ""type"": ""Point""}","44.23327, -76.4791786"
7715,779 HWY 15,Washroom,Kingston East Community Centre Washroom,"{""coordinates"": [-76.458864, 44.2544819], ""type"": ""Point""}","44.2544819, -76.458864"
9217,1114 LEN BIRCHALL WY,Airport,KINGSTON AIRPORT,"{""coordinates"": [-76.5985101, 44.2218703], ""type"": ""Point""}","44.2218703, -76.5985101"
7963,295 ONTARIO ST,Ferry Terminal,WOLFE ISLAND FERRY TERMINAL BLDG,"{""coordinates"": [-76.4785043, 44.2327185], ""type"": ""Point""}","44.2327185, -76.4785043"
9184,965 SYDENHAM RD,Cemetery,Heritage Cemetery at Cataraqui,"{""coordinates"": [-76.5443988, 44.2611402], ""type"": ""Point""}","44.2611402, -76.5443988"
8200,1165 COLLINS BAY RD,Beach Volleyball Court,KINGSTON EXPERT TEES (BEACH VOLLEYBALL),"{""coordinates"": [-76.6125106, 44.2620778], ""type"": ""Point""}","44.2620778, -76.6125106"
9475,363 Amherst Dr,Twp Fire Station,LOY STATION 4 AMHERSTVIEW,"{""coordinates"": [-76.6628016, 44.2256156], ""type"": ""Point""}","44.2256156, -76.6628016"
9481,66 Advance Ave,Twp Fire Station,NAP STATION 1 HQ NAPANEE,"{""coordinates"": [-76.9549299, 44.2560561], ""type"": ""Point""}","44.2560561, -76.9549299"
9482,3266 County Rd 41,Twp Fire Station,NAP STATION 2 ROBLIN,"{""coordinates"": [-77.0222072, 44.3792713], ""type"": ""Point""}","44.3792713, -77.0222072"
9495,7 Steele Rd,Twp Fire Station,SF STATION 1 STEELE RD,"{""coordinates"": [-76.644051, 44.6768937], ""type"": ""Point""}","44.6768937, -76.644051"
9473,237 Burridge Rd,Twp Fire Station,SF STATION 2 BURRIDGE RD,"{""coordinates"": [-76.5411596, 44.6530555], ""type"": ""Point""}","44.6530555, -76.5411596"
9498,4233 Stage Coach Rd,Twp Fire Station,SF STATION 5 STAGE COACH RD,"{""coordinates"": [-76.5967582, 44.4017029], ""type"": ""Point""}","44.4017029, -76.5967582"
8215,303 YORK ST,Outdoor Aquatics Centre - Public,CULLIGAN WATER PARK,"{""coordinates"": [-76.4989171, 44.2394214], ""type"": ""Point""}","44.2394214, -76.4989171"
9483,9 Mill St,Twp Fire Station,SM STATION 1 YARKER,"{""coordinates"": [-76.7720881, 44.3715546], ""type"": ""Point""}","44.3715546, -76.7720881"
9485,630 County Rd 4 W,Twp Fire Station,SM STATION 4 TAMWORTH,"{""coordinates"": [-77.0034877, 44.4835333], ""type"": ""Point""}","44.4835333, -77.0034877"
9486,14833 41 Hwy,Twp Fire Station,AH STATION 2 BARRIE,"{""coordinates"": [-77.1807527, 44.8446695], ""type"": ""Point""}","44.8446695, -77.1807527"
9487,179 28 Hwy,Twp Fire Station,AH STATION 3 DENBIGH,"{""coordinates"": [-77.2747828, 45.1401224], ""type"": ""Point""}","45.1401224, -77.2747828"
9491,1020 Wagner Rd,Twp Fire Station,CF STATION 3 WAGNER RD,"{""coordinates"": [-76.6857833, 44.7539429], ""type"": ""Point""}","44.7539429, -76.6857833"
8087,550 ARAGON RD,Swingset,HEMLOCK DOWNS PARK SWINGSET,"{""coordinates"": [-76.4618022, 44.3062947], ""type"": ""Point""}","44.3062947, -76.4618022"
7504,550 ARAGON RD,Playground,HEMLOCK DOWNS PARK PLAYGROUND,"{""coordinates"": [-76.4617392, 44.306221], ""type"": ""Point""}","44.306221, -76.4617392"
9143,628 GARDINERS RD,Shopping Centre,RIOCAN CENTRE,"{""coordinates"": [-76.5659826, 44.2458417], ""type"": ""Point""}","44.2458417, -76.5659826"
8833,1036 PRINCESS ST,Post Office,POST OFFICE (PHARMA PLUS DRUGMART #1529),"{""coordinates"": [-76.5156674, 44.242262], ""type"": ""Point""}","44.242262, -76.5156674"
7850,841 HWY 15,Plaza,LASALLE EXPRESS  PLAZA,"{""coordinates"": [-76.4598952, 44.2560526], ""type"": ""Point""}","44.2560526, -76.4598952"
7282,127 DAYS RD,Fire Station,KFR FIRE STATION 10,"{""coordinates"": [-76.5698031, 44.2191919], ""type"": ""Point""}","44.2191919, -76.5698031"
7583,211 GORE RD,Fire Station,KFR FIRE STATION 3,"{""coordinates"": [-76.4582311, 44.2588202], ""type"": ""Point""}","44.2588202, -76.4582311"
8761,171 RAILWAY ST,Fire Station,KFR FIRE STATION 5,"{""coordinates"": [-76.4942997, 44.2483615], ""type"": ""Point""}","44.2483615, -76.4942997"
9332,260 PALACE RD,Fire Station,KFR FIRE STATION 6,"{""coordinates"": [-76.5139665, 44.2319103], ""type"": ""Point""}","44.2319103, -76.5139665"
8455,1485 UNITY RD,Fire Station,KFR FIRE STATION 8,"{""coordinates"": [-76.5020408, 44.3197781], ""type"": ""Point""}","44.3197781, -76.5020408"
7581,2835 38 HWY,Fire Station,KFR FIRE STATION 9,"{""coordinates"": [-76.6212027, 44.3210377], ""type"": ""Point""}","44.3210377, -76.6212027"
9477,955 Stella 40 Foot Rd,Twp Fire Station,LOY STATION 2 AMHERST ISLAND,"{""coordinates"": [-76.6961848, 44.1648332], ""type"": ""Point""}","44.1648332, -76.6961848"
9456,434 MCEWEN DR,Baseball Field,LA SALLE PARK BASEBALL FIELD 3,"{""coordinates"": [-76.5727761, 44.2323493], ""type"": ""Point""}","44.2323493, -76.5727761"
8710,434 MCEWEN DR,Baseball Field,LA SALLE PARK BASEBALL FIELD 2,"{""coordinates"": [-76.5718704, 44.2321435], ""type"": ""Point""}","44.2321435, -76.5718704"
8602,434 MCEWEN DR,Baseball Field,LA SALLE PARK BASEBALL FIELD 1,"{""coordinates"": [-76.5728333, 44.2316169], ""type"": ""Point""}","44.2316169, -76.5728333"
,1985 Rosedale Dr,,Rosedale Park Playground,"{""coordinates"": [-76.5213501, 44.3104417], ""type"": ""Point""}","44.3104417, -76.5213501"
9515,732 NEWMARKET LN,Playground,NEWMARKET LANE PARKETTE PLAYGROUND,"{""coordinates"": [-76.4793691, 44.258934], ""type"": ""Point""}","44.258934, -76.4793691"
9527,22 Fairway Hill Cr,Trail/Pathway,Fairway Hill Park Pathway,"{""coordinates"": [-76.5346502, 44.2313805], ""type"": ""Point""}","44.2313805, -76.5346502"
9528,778 Highway 15,Water Park,KECC Water Park,"{""coordinates"": [-76.4593523, 44.2547176], ""type"": ""Point""}","44.2547176, -76.4593523"
8998,153 VAN ORDER DR,Basketball Court,LOYALIST COLLEGIATE AND VOCATIONAL INSTITUTE BASKETBALL COURT,"{""coordinates"": [-76.5212312, 44.2392181], ""type"": ""Point""}","44.2392181, -76.5212312"
8309,256 QUEEN ST,Parking Lot,MCKEE MEMORIAL LOT,"{""coordinates"": [-76.4899738, 44.2333648], ""type"": ""Point""}","44.2333648, -76.4899738"
9048,130 DAYS RD,Beach Volleyball Court,RKCC BEACH VOLLEYBALL COURTS,"{""coordinates"": [-76.567546, 44.2206154], ""type"": ""Point""}","44.2206154, -76.567546"
8796,1180 WOODBINE RD,Beach Volleyball Court,WOODBINE PARK BEACH VOLLEYBALL 2,"{""coordinates"": [-76.6025222, 44.2589319], ""type"": ""Point""}","44.2589319, -76.6025222"
8483,1180 WOODBINE RD,Beach Volleyball Court,WOODBINE PARK BEACH VOLLEYBALL 1,"{""coordinates"": [-76.6019514, 44.2589351], ""type"": ""Point""}","44.2589351, -76.6019514"
8381,529 ST. MARTHA ST,Education Facility,Ecole Maple Elementary School,"{""coordinates"": [-76.4460822, 44.2664749], ""type"": ""Point""}","44.2664749, -76.4460822"
9520,1242 Wheathill St,Climber,Gerard Hunt Memorial Park  Climber,"{""coordinates"": [-76.5587987, 44.2466312], ""type"": ""Point""}","44.2466312, -76.5587987"
9516,1242 Wheathill St,Shelter,Gerard Hunt Memorial Park Shelter,"{""coordinates"": [-76.558658, 44.2467263], ""type"": ""Point""}","44.2467263, -76.558658"
7137,63 BARRACK ST,Parking Lot,BARRACK LOT,"{""coordinates"": [-76.4812911, 44.2335982], ""type"": ""Point""}","44.2335982, -76.4812911"
8445,55 ONTARIO ST,Museum,MARINE MUSEUM OF THE GREAT LAKES,"{""coordinates"": [-76.4830669, 44.2254005], ""type"": ""Point""}","44.2254005, -76.4830669"
9331,6 CLARENCE ST,Marina,CONFEDERATION BASIN MARINA,"{""coordinates"": [-76.4802165, 44.2287144], ""type"": ""Point""}","44.2287144, -76.4802165"
8116,100 PORTSMOUTH AVE,Soccer Field,ST. LAWRENCE COLLEGE SOCCER FIELD,"{""coordinates"": [-76.5262012, 44.2215553], ""type"": ""Point""}","44.2215553, -76.5262012"
7353,1030 SUNNYSIDE RD,Park,CLOVERDALE PARK,"{""coordinates"": [-76.548798, 44.2790739], ""type"": ""Point""}","44.2790739, -76.548798"
7943,50 NEWCOURT PL,Park,NEWCOURT PARK,"{""coordinates"": [-76.5286869, 44.228744], ""type"": ""Point""}","44.228744, -76.5286869"
7944,480 PORTSMOUTH AVE,Park,MCCULLOUGH PARK (CENTRAL),"{""coordinates"": [-76.5293027, 44.2367647], ""type"": ""Point""}","44.2367647, -76.5293027"
7836,1229 CARMIL BLVD,Soccer Field,HIGHGATE PARK SOCCER FIELD,"{""coordinates"": [-76.607476, 44.2487328], ""type"": ""Point""}","44.2487328, -76.607476"
7246,750 INNOVATION DR,Soccer Field,J. MACHEN SPORTS FIELDS,"{""coordinates"": [-76.4361968, 44.273441], ""type"": ""Point""}","44.273441, -76.4361968"
7247,1085 WOODBINE RD,Soccer Field,HOLY CROSS SECONDARY SCHOOL FOOTBALL FIELD,"{""coordinates"": [-76.5973707, 44.2568683], ""type"": ""Point""}","44.2568683, -76.5973707"
7838,70 CRAFTSMAN BLVD,Soccer Field,CFB NORTH FIELD SOCCER FIELD,"{""coordinates"": [-76.4549379, 44.2478054], ""type"": ""Point""}","44.2478054, -76.4549379"
7749,,Village,UNION HALL,"{""coordinates"": [-76.2920144, 45.1610317], ""type"": ""Point""}","45.1610317, -76.2920144"
7750,,Village,TICHBORNE,"{""coordinates"": [-76.6762026, 44.6650601], ""type"": ""Point""}","44.6650601, -76.6762026"
7463,,Village,EASTVIEW,"{""coordinates"": [-76.3822465, 44.2616514], ""type"": ""Point""}","44.2616514, -76.3822465"
7945,416 MCCALLUM DR,Park,GREENWOOD PARK,"{""coordinates"": [-76.4533667, 44.2640603], ""type"": ""Point""}","44.2640603, -76.4533667"
7645,718 DIVISION ST,Cemetery,ST. MARY'S CEMETERY,"{""coordinates"": [-76.4966764, 44.2507267], ""type"": ""Point""}","44.2507267, -76.4966764"
7947,130 JOHNSON ST,Library,KINGSTON FRONTENAC LIBRARY - CENTRAL BRANCH,"{""coordinates"": [-76.4847963, 44.2296897], ""type"": ""Point""}","44.2296897, -76.4847963"
7841,370 KINGSTON MILLS RD,Soccer Field,HOLY NAME ELEMENTARY SCHOOL SOCCER FIELD,"{""coordinates"": [-76.4240423, 44.3013944], ""type"": ""Point""}","44.3013944, -76.4240423"
7842,50 NEWCOURT PL,Soccer Field,NEWCOURT FIELDS,"{""coordinates"": [-76.5286596, 44.2284794], ""type"": ""Point""}","44.2284794, -76.5286596"
7540,56 FRANCIS ST,Soccer Field,PORTSMOUTH SOCCER FIELDS 2,"{""coordinates"": [-76.5225273, 44.225913], ""type"": ""Point""}","44.225913, -76.5225273"
8049,,Village,RIDEAU FERRY,"{""coordinates"": [-76.1410135, 44.8480321], ""type"": ""Point""}","44.8480321, -76.1410135"
8051,,Town,NORTHBROOK,"{""coordinates"": [-77.1576777, 44.7341358], ""type"": ""Point""}","44.7341358, -77.1576777"
7465,,Town,TAMWORTH,"{""coordinates"": [-77.0041142, 44.4890391], ""type"": ""Point""}","44.4890391, -77.0041142"
7366,349 WELLINGTON ST,Marina,KINGSTON MARINA,"{""coordinates"": [-76.4801054, 44.2367849], ""type"": ""Point""}","44.2367849, -76.4801054"
8707,999 SYDENHAM RD,Soccer Field,THIRD DAY WORSHIP CENTRE MINI SOCCER FILED,"{""coordinates"": [-76.5461796, 44.264153], ""type"": ""Point""}","44.264153, -76.5461796"
9142,2789 WOODBURN RD,Driving Range,COLONNADE GOLF & COUNTRY CLUB (DRIVING RANGE),"{""coordinates"": [-76.313789, 44.3448362], ""type"": ""Point""}","44.3448362, -76.313789"
9359,,Town,AMHERSTVIEW,"{""coordinates"": [-76.655857, 44.2302725], ""type"": ""Point""}","44.2302725, -76.655857"
9179,3 PRINCESS ST,Parking Lot,HOLIDAY INN LOT,"{""coordinates"": [-76.4782899, 44.2313838], ""type"": ""Point""}","44.2313838, -76.4782899"
9182,130 JOHNSON ST,Washroom,KINGSTON FRONTENAC LIBRARY - CENTRAL BRANCH WASHROOM,"{""coordinates"": [-76.4846128, 44.2295766], ""type"": ""Point""}","44.2295766, -76.4846128"
9183,33 BAGOT ST,Splash Pad,CITY PARK SPLASH PAD,"{""coordinates"": [-76.4881227, 44.2252501], ""type"": ""Point""}","44.2252501, -76.4881227"
9185,1990 FRONT RD,Baseball Field,LEMOINE POINT BASEBALL FIELD,"{""coordinates"": [-76.6108388, 44.2331707], ""type"": ""Point""}","44.2331707, -76.6108388"
8895,1533 BATH RD,Baseball Field,COLLINS BAY INSTITUTION BASEBALL FIELD 2,"{""coordinates"": [-76.5517134, 44.2337731], ""type"": ""Point""}","44.2337731, -76.5517134"
8314,1020 LANCASTER DR,Multi-Use Court,LANCASTER PS MULTI USE COURT,"{""coordinates"": [-76.596385, 44.2555096], ""type"": ""Point""}","44.2555096, -76.596385"
8615,181 ONTARIO ST,Long Term Care,ST. LAWRENCE PLACE RETIREMENT RESIDENCE,"{""coordinates"": [-76.4810397, 44.2283558], ""type"": ""Point""}","44.2283558, -76.4810397"
8616,,Village,CODES CORNERS,"{""coordinates"": [-76.4201496, 44.3001723], ""type"": ""Point""}","44.3001723, -76.4201496"
8743,100 PORTSMOUTH AV,Cell Antenna,ST LAWRENCE COLLEGE CELL ANTENNA,"{""coordinates"": [-76.5269147, 44.2234636], ""type"": ""Point""}","44.2234636, -76.5269147"
9032,50 ARCH ST,Cell Antenna,50 ARCH ST CELL ANTENNA,"{""coordinates"": [-76.4925033, 44.2264236], ""type"": ""Point""}","44.2264236, -76.4925033"
8432,75 BADER LN,Cell Antenna,75 BADER LN CELL ANTENNA,"{""coordinates"": [-76.4984772, 44.2252117], ""type"": ""Point""}","44.2252117, -76.4984772"
9033,53 PRINCESS ST,Cell Antenna,53 PRINCESS ST CELL ANTENNA,"{""coordinates"": [-76.4808248, 44.2313708], ""type"": ""Point""}","44.2313708, -76.4808248"
9034,328 KING ST,Cell Antenna,328 KING ST CELL ANTENNA,"{""coordinates"": [-76.4814155, 44.2304054], ""type"": ""Point""}","44.2304054, -76.4814155"
9418,211ONTARIO ST,Monument,CONFEDERATION PARK (ROYAL REGEMENT OF NEW YORK) PLAQUE,"{""coordinates"": [-76.4802122, 44.229547], ""type"": ""Point""}","44.229547, -76.4802122"
9145,39 PARK CR,Monument,CRERAR PARK GRAVESTONES,"{""coordinates"": [-76.5673201, 44.2136104], ""type"": ""Point""}","44.2136104, -76.5673201"
9148,23 ONTARIO ST,Monument,AN GORTA MOR MEMORIAL ANCHOR,"{""coordinates"": [-76.4848439, 44.2236528], ""type"": ""Point""}","44.2236528, -76.4848439"
9149,992 PORTSMOUTH AVE,Monument,SPRINGER PARK DEDICATION MONUMENT,"{""coordinates"": [-76.5301293, 44.2541938], ""type"": ""Point""}","44.2541938, -76.5301293"
8900,268 MAIN ST,Place of Worship,ST. MARK'S ANGLICAN CHURCH,"{""coordinates"": [-76.4614687, 44.2433437], ""type"": ""Point""}","44.2433437, -76.4614687"
8619,947 HWY 2,Municipal Wastewater Treatment Plant,RAVENSVIEW WASTEWATER TREATMENT PLANT,"{""coordinates"": [-76.4197285, 44.2413744], ""type"": ""Point""}","44.2413744, -76.4197285"
8143,755 BURNETT ST,Communication Tower,755 BURNETT ST CELL TOWER,"{""coordinates"": [-76.5747432, 44.2426222], ""type"": ""Point""}","44.2426222, -76.5747432"
9036,485 CANATARA CT,Cell Antenna,485 CANATARA CT CELL ANTENNA,"{""coordinates"": [-76.5797299, 44.2359033], ""type"": ""Point""}","44.2359033, -76.5797299"
9426,53 YONGE ST,Monument,MONUMENT TO SAILING,"{""coordinates"": [-76.5174416, 44.2183952], ""type"": ""Point""}","44.2183952, -76.5174416"
9428,1 KING ST,Monument,CENTENNIAL MONUMENT (MEMORIAL PARK),"{""coordinates"": [-76.490616, 44.2224689], ""type"": ""Point""}","44.2224689, -76.490616"
9400,2408 PERTH RD,Post Office,POST OFFICE (GLENBURNIE CONVENIENCE),"{""coordinates"": [-76.5020025, 44.3188558], ""type"": ""Point""}","44.3188558, -76.5020025"
9401,2 APPRENTICE ST,CFB,CANADIAN FORCES BASE (CFB) KINGSTON,"{""coordinates"": [-76.4554138, 44.2404411], ""type"": ""Point""}","44.2404411, -76.4554138"
9403,116 ARCH ST,Queen's University,EARL HALL,"{""coordinates"": [-76.4911016, 44.226634], ""type"": ""Point""}","44.226634, -76.4911016"
8321,900 MONTREAL ST,Community Service,BETTER BEGINNINGS,"{""coordinates"": [-76.4837041, 44.2566688], ""type"": ""Point""}","44.2566688, -76.4837041"
9161,83 RUNNYMEDE RD,Playground,RUNNYMEDE PARK SWINGSET,"{""coordinates"": [-76.5325006, 44.2373876], ""type"": ""Point""}","44.2373876, -76.5325006"
9312,1020 PEMBRIDGE CR,Cell Antenna,1020 PEMBRIDGE CR CELL ANTENNA,"{""coordinates"": [-76.5856274, 44.2513313], ""type"": ""Point""}","44.2513313, -76.5856274"
8151,171 ALBERT ST,Parking Lot,QUEEN'S TINDALL UNDERGROUND GARAGE,"{""coordinates"": [-76.4992607, 44.2266259], ""type"": ""Point""}","44.2266259, -76.4992607"
9439,641 TRUEDELL RD,Playground,TRUEDELL PUBLIC SCHOOL PLAYGROUND,"{""coordinates"": [-76.5803146, 44.2446251], ""type"": ""Point""}","44.2446251, -76.5803146"
