ROAD_ELEMENT_ID,STREET_BODY_NAME,STREET_TYPE_SUFFIX,DIRECTION_SUFFIX,STREET_CP,FROM_STREET,TO_STREET,PLOW_ROUTE,F_ADDR_L,T_ADDR_L,F_ADDR_R,T_ADDR_R,F_ADDR_L_911,T_ADDR_L_911,F_ADDR_R_911,T_ADDR_R_911,NO_OF_LANE,GIS_CLASS,JURISDICTION,RIGHT_SIDE_PARITY,TRAFFIC_FLOW,STATUS,MUNICIPALITY,RIGHT_MUNICIPALITY,LEFT_MUNICIPALITY,ROAD_LEVEL,STREET_TYPE_SHORT,MAP_LABEL,GeoJSON,geo_point_2d
3086,LATIMER,RD,,LATIMER RD,DIXON RD,DOVER RD,42R,,,2712,2712,2713,2829,2712,2828,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Latimer Rd,"{""coordinates"": [[-76.5385131, 44.3356435], [-76.5380276, 44.3362936], [-76.5376876, 44.3367808], [-76.5374189, 44.3371381], [-76.5373043, 44.3372794], [-76.5371829, 44.3374177], [-76.5370548, 44.3375529], [-76.5369201, 44.3376847], [-76.5367791, 44.337813], [-76.5366822, 44.3378948], [-76.5363079, 44.338217], [-76.5360836, 44.3384064], [-76.5356199, 44.338802], [-76.5352264, 44.3391259], [-76.5343212, 44.3397909], [-76.5341118, 44.3399192]], ""type"": ""LineString""}","44.3379340227589, -76.53646364063698"
1783,ORDNANCE,ST,,ORDNANCE ST,BARRIE ST,WESTERLY END,16R,,,209,215,208,216,209,215,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Ordnance St,"{""coordinates"": [[-76.490171, 44.2351485], [-76.4906116, 44.2350632]], ""type"": ""LineString""}","44.23510585, -76.4903913"
1787,ORDNANCE,ST,,ORDNANCE ST,MONTREAL ST,SYDENHAM ST,16A,106,124,,,106,124,107,123,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Ordnance St,"{""coordinates"": [[-76.4850705, 44.2347344], [-76.4861559, 44.2347487], [-76.4863803, 44.2347516], [-76.486611, 44.2347869]], ""type"": ""LineString""}","44.23474698949842, -76.4858418807022"
2397,ELLESMEER,AVE,,ELLESMEER AVE,ANDERSEN DR,AUGUSTA DR,6R,,,174,224,173,225,174,224,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Ellesmeer Ave,"{""coordinates"": [[-76.5490888, 44.2600476], [-76.5503814, 44.2601087], [-76.55312, 44.260079], [-76.5532141, 44.2600815], [-76.5533074, 44.2600896], [-76.5533994, 44.2601032], [-76.5534894, 44.2601223], [-76.5535768, 44.2601468], [-76.5539694, 44.2602776]], ""type"": ""LineString""}","44.260100422353375, -76.55154093886271"
3311,PATRICK,ST,,PATRICK ST,CHARLES ST,PINE ST,16A,112,116,123,125,108,116,123,125,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Patrick St,"{""coordinates"": [[-76.4891861, 44.2395168], [-76.4893415, 44.2400205]], ""type"": ""LineString""}","44.23976865, -76.4892638"
2707,DRIFTWOOD,DR,,DRIFTWOOD DR,CHANNELVIEW RD,CUL DE SAC,9C-R,2548,2552,2545,2553,2544,2552,2545,2553,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Driftwood Dr,"{""coordinates"": [[-76.3314409, 44.2793142], [-76.3309205, 44.2792556], [-76.3306296, 44.2792409], [-76.3301318, 44.2792347], [-76.3301116, 44.2792356], [-76.3300914, 44.279236], [-76.3300712, 44.2792358], [-76.3300509, 44.2792352], [-76.3300308, 44.2792341], [-76.3300106, 44.2792325], [-76.3299906, 44.2792304], [-76.3299707, 44.2792278], [-76.3299509, 44.2792247], [-76.3299313, 44.2792212], [-76.3299118, 44.2792172], [-76.3298926, 44.2792127], [-76.3298736, 44.2792077], [-76.3298548, 44.2792023], [-76.3298362, 44.2791964], [-76.329818, 44.2791901], [-76.3298001, 44.2791833], [-76.3297825, 44.2791762], [-76.3297653, 44.2791685], [-76.3297484, 44.2791605], [-76.3297319, 44.2791521], [-76.3296865, 44.2791271], [-76.3296424, 44.2791011], [-76.3295996, 44.2790739], [-76.3295581, 44.2790457], [-76.3295179, 44.2790165], [-76.3294792, 44.2789863], [-76.329442, 44.2789551]], ""type"": ""LineString""}","44.27921561821998, -76.33041280579772"
1312,REGENT,ST,,REGENT ST,DUNLOP ST,PARK ST,25A,216,234,221,239,216,234,221,239,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Regent St,"{""coordinates"": [[-76.5092457, 44.2372012], [-76.5093776, 44.2384223]], ""type"": ""LineString""}","44.237811750000006, -76.50931165"
1395,DIVISION,ST,,DIVISION ST,MAIN ST,YORK ST,1A,328,330,,,328,330,331,333,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Division St,"{""coordinates"": [[-76.4941243, 44.2378147], [-76.4941683, 44.2380661]], ""type"": ""LineString""}","44.2379404, -76.4941463"
1402,DIVISION,ST,,DIVISION ST,ELLICE ST,ELM ST,1A,228,248,231,243,228,250,231,243,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Division St,"{""coordinates"": [[-76.4935035, 44.2352914], [-76.4936455, 44.2358061]], ""type"": ""LineString""}","44.23554875, -76.4935745"
1407,DIVISION,ST,,DIVISION ST,JOHNSON ST,BROCK ST,1A,118,128,121,131,118,128,121,131,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Division St,"{""coordinates"": [[-76.4929717, 44.2312845], [-76.4927361, 44.2321868]], ""type"": ""LineString""}","44.231735650000005, -76.4928539"
2319,DAYLAN,AVE,,DAYLAN AVE,DAYLAN AVE,NORTHERLY END,9C-ST,1655,1655,1632,1672,1653,1655,1632,1672,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Daylan Ave,"{""coordinates"": [[-76.4450713, 44.2934343], [-76.445069, 44.2934783], [-76.445062, 44.2935037], [-76.4450537, 44.293529], [-76.4450442, 44.2935541], [-76.4450335, 44.2935789], [-76.4450216, 44.2936034], [-76.4450085, 44.2936277], [-76.4449943, 44.2936515], [-76.444979, 44.2936751], [-76.4449626, 44.2936982], [-76.444945, 44.2937209], [-76.4449264, 44.2937432], [-76.4449067, 44.293765], [-76.444886, 44.2937862], [-76.4448642, 44.293807], [-76.4448415, 44.2938272], [-76.4447844, 44.2938846], [-76.4446064, 44.2940942], [-76.4445068, 44.2941906]], ""type"": ""LineString""}","44.29383273284347, -76.44482469905645"
3456,RANKIN,CRES,,RANKIN CRES,RANKIN CRES,TAMARAC ST,9R,573,611,592,636,573,611,592,636,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CR,Rankin Cres,"{""coordinates"": [[-76.6205875, 44.2387992], [-76.6213989, 44.2388207], [-76.6214049, 44.2388235], [-76.6214111, 44.2388262], [-76.6214174, 44.2388288], [-76.6214239, 44.2388312], [-76.6214304, 44.2388334], [-76.621437, 44.2388355], [-76.6214438, 44.2388374], [-76.6214506, 44.2388391], [-76.6214575, 44.2388406], [-76.6214645, 44.238842], [-76.6214715, 44.2388432], [-76.6214786, 44.2388442], [-76.6214857, 44.2388451], [-76.6214929, 44.2388458], [-76.6215001, 44.2388462], [-76.6215073, 44.2388466], [-76.6215145, 44.2388467], [-76.6215218, 44.2388466], [-76.621529, 44.2388464], [-76.6215362, 44.238846], [-76.6215434, 44.2388454], [-76.6215505, 44.2388446], [-76.6215576, 44.2388437], [-76.6215647, 44.2388425], [-76.6215717, 44.2388412], [-76.6215786, 44.2388397], [-76.6215855, 44.2388381], [-76.6215923, 44.2388362], [-76.6215989, 44.2388343], [-76.6216055, 44.2388321], [-76.621612, 44.2388298], [-76.6216183, 44.2388273], [-76.6216246, 44.2388246], [-76.6216307, 44.2388218], [-76.6216366, 44.2388189], [-76.6216424, 44.2388158], [-76.6216481, 44.2388126], [-76.6216536, 44.2388092], [-76.6216589, 44.2388057], [-76.6216641, 44.238802], [-76.6216691, 44.2387983], [-76.6216738, 44.2387944], [-76.6216784, 44.2387904], [-76.6216829, 44.2387862], [-76.6216871, 44.238782], [-76.621691, 44.2387777], [-76.6216948, 44.2387732], [-76.6216984, 44.2387687], [-76.6217017, 44.2387641], [-76.6217048, 44.2387594], [-76.6217077, 44.2387546], [-76.6217104, 44.2387498], [-76.6217128, 44.2387449], [-76.621715, 44.2387399], [-76.6217169, 44.2387349], [-76.6217186, 44.2387299], [-76.6217201, 44.2387248], [-76.6217213, 44.2387197], [-76.6217222, 44.2387145], [-76.6217229, 44.2387093], [-76.6217234, 44.2387041], [-76.6217236, 44.2386989], [-76.6217235, 44.2386938], [-76.6217232, 44.2386886], [-76.6217227, 44.2386834], [-76.6217218, 44.2386782], [-76.6217208, 44.2386731], [-76.6217195, 44.238668], [-76.6217179, 44.2386629], [-76.6217161, 44.2386578], [-76.6217141, 44.2386528], [-76.6217118, 44.2386479], [-76.6217144, 44.2385909], [-76.6217143, 44.2385338], [-76.6217114, 44.2384768], [-76.6217057, 44.2384198], [-76.6216974, 44.2383631], [-76.6216862, 44.2383066], [-76.6216724, 44.2382504], [-76.6216558, 44.2381945], [-76.6216366, 44.2381392], [-76.6216147, 44.2380843], [-76.6215901, 44.23803], [-76.621563, 44.2379764], [-76.6215333, 44.2379234], [-76.621501, 44.2378713], [-76.6214663, 44.23782], [-76.6214291, 44.2377695], [-76.6213895, 44.2377201], [-76.6213475, 44.2376716], [-76.6205656, 44.2369043]], ""type"": ""LineString""}","44.238111752498924, -76.62125014794535"
4053,MCCALLUM,ST,,MCCALLUM ST,ROSE ABBEY DR,WALTERS ST,4C-R,488,512,487,513,488,512,487,513,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,McCallum St,"{""coordinates"": [[-76.4470745, 44.2636138], [-76.4468266, 44.2634756], [-76.4468098, 44.2634655], [-76.4467925, 44.2634558], [-76.4467747, 44.2634466], [-76.4467565, 44.2634378], [-76.4467379, 44.2634295], [-76.4467189, 44.2634217], [-76.4466995, 44.2634143], [-76.4466798, 44.2634074], [-76.4466597, 44.263401], [-76.4466394, 44.2633952], [-76.4466187, 44.2633898], [-76.4465979, 44.263385], [-76.4465768, 44.2633807], [-76.4465555, 44.2633769], [-76.4465341, 44.2633736], [-76.4465125, 44.2633709], [-76.4464907, 44.2633688], [-76.4464689, 44.2633671], [-76.4464471, 44.2633661], [-76.4464252, 44.2633656], [-76.4464032, 44.2633656], [-76.4463813, 44.2633661], [-76.4463594, 44.2633673], [-76.4463376, 44.2633689], [-76.4453789, 44.2634528]], ""type"": ""LineString""}","44.26342829798162, -76.4462464846353"
1799,ACCOMMODATION,RD,,ACCOMMODATION RD,ACCOMMODATION RD,WHITE CHURCH RD,6C-R,3614,5198,3605,4985,3602,5198,3601,5197,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Accommodation Rd,"{""coordinates"": [[-76.3058849, 44.3569577], [-76.3023915, 44.3561649], [-76.3012619, 44.3559239], [-76.3010505, 44.355886], [-76.3008376, 44.3558526], [-76.3006235, 44.3558237], [-76.3004082, 44.3557994], [-76.3001921, 44.3557796], [-76.2986778, 44.3556462], [-76.2984569, 44.3556354], [-76.2982357, 44.35563], [-76.2980144, 44.3556301], [-76.2964378, 44.355652], [-76.2960679, 44.3556524], [-76.2945107, 44.3555981], [-76.2908188, 44.355387], [-76.2851951, 44.3550902], [-76.285067, 44.3550829], [-76.2849392, 44.3550726], [-76.284812, 44.3550592], [-76.2846856, 44.3550426], [-76.28456, 44.355023], [-76.2844354, 44.3550004], [-76.2843119, 44.3549747], [-76.2841897, 44.354946], [-76.284069, 44.3549144], [-76.2839498, 44.3548798], [-76.2838323, 44.3548424], [-76.2837166, 44.3548021], [-76.283603, 44.354759], [-76.2834914, 44.3547132], [-76.2833821, 44.3546647], [-76.2830968, 44.3545416], [-76.2828063, 44.3544249], [-76.2825109, 44.3543148], [-76.2822109, 44.3542113], [-76.2806429, 44.3537393], [-76.2798014, 44.353496], [-76.2790329, 44.3532587], [-76.2786763, 44.3531599], [-76.278315, 44.35307], [-76.2779496, 44.3529894], [-76.2775805, 44.352918], [-76.2768689, 44.3527692], [-76.2760926, 44.352624]], ""type"": ""LineString""}","44.35510943410316, -76.29092604245952"
1915,PRECISION,DR,,PRECISION DR,FORT HENRY DR,BILLY BISHOP RD,8C-B,1,1,2,2,1,3,2,4,2,LOCAL,FEDERAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Precision Dr,"{""coordinates"": [[-76.4653814, 44.2364064], [-76.4655021, 44.2361851], [-76.4659273, 44.2354608], [-76.4665794, 44.2343488]], ""type"": ""LineString""}","44.235375919815816, -76.46597742735835"
2751,JOHNSON,ST,,JOHNSON ST,RODEN ST,DICKENS DR,1A,1066,1120,1075,1127,1066,1120,1075,1127,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Johnson St,"{""coordinates"": [[-76.5224963, 44.2303686], [-76.525417, 44.2301558]], ""type"": ""LineString""}","44.23026219999999, -76.52395665"
2079,FLOYD,AVE,,FLOYD AVE,AUDREY ST,MILDRED ST,1C-R,1757,1775,1752,1764,1751,1775,1752,1774,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Floyd Ave,"{""coordinates"": [[-76.5375086, 44.2818214], [-76.5375485, 44.2818288], [-76.5375892, 44.2818339], [-76.5376304, 44.2818366], [-76.5376717, 44.281837], [-76.5393082, 44.2818476], [-76.5395195, 44.2818337]], ""type"": ""LineString""}","44.28184129885931, -76.53851373055893"
3425,FRIENDSHIP,CRT,,FRIENDSHIP CRT,CUL DE SAC,WOODSIDE DR,32R,787,811,786,802,787,811,786,802,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CT,Friendship Crt,"{""coordinates"": [[-76.5954338, 44.2525357], [-76.595507, 44.2530856], [-76.5955069, 44.2530982], [-76.5955062, 44.2531108], [-76.595505, 44.2531233], [-76.5955031, 44.2531358], [-76.5955006, 44.2531482], [-76.5954976, 44.2531606], [-76.595494, 44.2531729], [-76.5954898, 44.2531851], [-76.595485, 44.2531972], [-76.5954796, 44.2532091], [-76.5954737, 44.253221], [-76.5954672, 44.2532326], [-76.5954602, 44.2532441], [-76.5954526, 44.2532555], [-76.5954445, 44.2532666], [-76.5954359, 44.2532775], [-76.5954267, 44.2532882], [-76.5954171, 44.2532987], [-76.595407, 44.2533089], [-76.5953963, 44.2533189], [-76.5953852, 44.2533286], [-76.5953737, 44.2533381], [-76.5953617, 44.2533472], [-76.5953493, 44.2533561], [-76.5952513, 44.253426]], ""type"": ""LineString""}","44.253018209150866, -76.59544365555259"
2119,SHIRES,WAY,,SHIRES WAY,SOUTHERLY END,SHIRES WAY,7R,725,783,,,725,783,0,0,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,WY,Shires Way,"{""coordinates"": [[-76.556775, 44.2508631], [-76.5563258, 44.2508935], [-76.5560262, 44.2509248], [-76.5560196, 44.2509255], [-76.5560129, 44.250926], [-76.5560062, 44.2509264], [-76.5559995, 44.2509265], [-76.5559928, 44.2509266], [-76.5559861, 44.2509264], [-76.5559794, 44.2509261], [-76.5559727, 44.2509256], [-76.555966, 44.2509249], [-76.5559594, 44.2509241], [-76.5559528, 44.2509231], [-76.5559463, 44.250922], [-76.5559399, 44.2509207], [-76.5559335, 44.2509192], [-76.5559271, 44.2509176], [-76.5559209, 44.2509158], [-76.5559147, 44.2509139], [-76.5559087, 44.2509118], [-76.5559027, 44.2509096], [-76.5558969, 44.2509072], [-76.5558912, 44.2509047], [-76.5558856, 44.250902], [-76.5558801, 44.2508992], [-76.5558748, 44.2508963], [-76.5558696, 44.2508932], [-76.5558645, 44.25089], [-76.5558596, 44.2508867], [-76.5558549, 44.2508833], [-76.5558504, 44.2508797], [-76.555846, 44.2508761], [-76.5558418, 44.2508723], [-76.5558378, 44.2508685], [-76.5558339, 44.2508645], [-76.5558303, 44.2508604], [-76.5558269, 44.2508563], [-76.5558236, 44.2508521], [-76.5558206, 44.2508478], [-76.5558178, 44.2508434], [-76.5558152, 44.2508389], [-76.5558128, 44.2508344], [-76.5557832, 44.2506385], [-76.5557826, 44.2506347], [-76.5557822, 44.2506309], [-76.5557819, 44.250627], [-76.5557818, 44.2506232], [-76.5557819, 44.2506194], [-76.5557822, 44.2506156], [-76.5557827, 44.2506118], [-76.5557834, 44.250608], [-76.5557842, 44.2506042], [-76.5557852, 44.2506004], [-76.5557864, 44.2505967], [-76.5557878, 44.250593], [-76.5557894, 44.2505894], [-76.5557911, 44.2505857], [-76.555793, 44.2505822], [-76.5557951, 44.2505787], [-76.5557973, 44.2505752], [-76.5557998, 44.2505718], [-76.5558023, 44.2505684], [-76.5558051, 44.2505652], [-76.555808, 44.2505619], [-76.555811, 44.2505588], [-76.5558142, 44.2505558], [-76.5558175, 44.2505528], [-76.555821, 44.2505499], [-76.5558246, 44.2505471], [-76.5558284, 44.2505444], [-76.5558323, 44.2505417], [-76.5558363, 44.2505392], [-76.5558404, 44.2505368], [-76.5558446, 44.2505345], [-76.555849, 44.2505323], [-76.5558534, 44.2505302], [-76.555858, 44.2505282], [-76.5558626, 44.2505263], [-76.5558673, 44.2505246], [-76.5558721, 44.2505229], [-76.555877, 44.2505214], [-76.555882, 44.25052], [-76.555887, 44.2505188], [-76.5558921, 44.2505176], [-76.5558972, 44.2505166], [-76.5559024, 44.2505157], [-76.5559076, 44.2505149], [-76.5559128, 44.2505143], [-76.5559181, 44.2505138], [-76.5559234, 44.2505135], [-76.5559287, 44.2505132], [-76.555934, 44.2505131], [-76.5559394, 44.2505131], [-76.5559447, 44.2505133], [-76.55595, 44.2505136], [-76.5559553, 44.250514], [-76.5559605, 44.2505146], [-76.5559658, 44.2505153], [-76.555971, 44.2505161], [-76.5559761, 44.250517], [-76.5559812, 44.2505181], [-76.5559863, 44.2505193], [-76.5559913, 44.2505206], [-76.5559962, 44.2505221], [-76.556001, 44.2505237], [-76.5560058, 44.2505254], [-76.5560105, 44.2505272], [-76.5560151, 44.2505291], [-76.5560196, 44.2505311], [-76.556024, 44.2505333], [-76.5560283, 44.2505355], [-76.5560325, 44.2505379], [-76.5560366, 44.2505404], [-76.5560405, 44.2505429], [-76.5560443, 44.2505456], [-76.556048, 44.2505483], [-76.5560516, 44.2505512], [-76.5565696, 44.2506977], [-76.5565815, 44.250702], [-76.5565931, 44.2507066], [-76.5566045, 44.2507115], [-76.5566157, 44.2507166], [-76.5566267, 44.2507221], [-76.5566373, 44.2507278], [-76.5566477, 44.2507337], [-76.5566578, 44.2507399], [-76.5566676, 44.2507463], [-76.5566771, 44.250753], [-76.5566863, 44.2507599], [-76.5566951, 44.2507671], [-76.5567036, 44.2507744], [-76.5567117, 44.250782], [-76.5567195, 44.2507897], [-76.5567269, 44.2507976], [-76.5567339, 44.2508057], [-76.5567405, 44.250814], [-76.5567482, 44.2508235], [-76.5567556, 44.2508332], [-76.5567625, 44.250843], [-76.5567689, 44.250853], [-76.556775, 44.2508631]], ""type"": ""LineString""}","44.25075234121515, -76.55623530723857"
3169,MACDONNELL,ST,,MACDONNELL ST,EARL ST,JOHNSON ST,25A,128,172,135,173,128,172,135,173,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Macdonnell St,"{""coordinates"": [[-76.5047983, 44.2295762], [-76.5049715, 44.2313989]], ""type"": ""LineString""}","44.23048755, -76.50488490000001"
1226,CHURCHILL,ST,,CHURCHILL ST,FRANCIS ST,McDONALD AVE,1B,26,48,29,47,26,48,29,47,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Churchill St,"{""coordinates"": [[-76.5215103, 44.2226181], [-76.5227744, 44.2225607]], ""type"": ""LineString""}","44.222589400000004, -76.52214235"
1227,CHURCHILL,ST,,CHURCHILL ST,CHURCHILL ST,CHURCHILL ST,1B,60,68,57,73,60,68,57,73,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Churchill St,"{""coordinates"": [[-76.5227744, 44.2225607], [-76.5240064, 44.2225037]], ""type"": ""LineString""}","44.2225322, -76.52339040000001"
3532,COLE HILL,RD,,COLE HILL RD,ROSEDALE DR,UNITY RD,1C-R,2025,2417,2030,2426,2019,2431,2020,2430,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Cole Hill Rd,"{""coordinates"": [[-76.5209131, 44.304314], [-76.5207088, 44.3043787], [-76.5200357, 44.3045873], [-76.5196139, 44.3047237], [-76.5195552, 44.3047473], [-76.5194976, 44.3047722], [-76.5194411, 44.3047983], [-76.5193858, 44.3048258], [-76.5193317, 44.3048545], [-76.5192788, 44.3048843], [-76.5192273, 44.3049154], [-76.5190344, 44.305027], [-76.5182385, 44.3055778], [-76.5169292, 44.3065109], [-76.5161244, 44.3071127], [-76.5158937, 44.3072813], [-76.5156712, 44.3074555], [-76.515457, 44.307635], [-76.5152514, 44.3078196], [-76.5144965, 44.3085225], [-76.5128559, 44.3101019], [-76.5123818, 44.3105709], [-76.5120184, 44.3109458], [-76.5116721, 44.3113289], [-76.5115378, 44.3114805], [-76.5114107, 44.3116353], [-76.5112907, 44.311793], [-76.5111781, 44.3119535], [-76.5110729, 44.3121166], [-76.5109753, 44.3122821], [-76.5105528, 44.3130768], [-76.5104477, 44.3132798], [-76.5103512, 44.3134849], [-76.5102633, 44.313692], [-76.5101841, 44.3139009], [-76.5101136, 44.3141115], [-76.5100013, 44.3144246], [-76.5098067, 44.3150017], [-76.5097074, 44.3153469], [-76.5096963, 44.3153988], [-76.5096875, 44.315451], [-76.5096811, 44.3155033], [-76.509677, 44.3155558], [-76.5096753, 44.3156083], [-76.509676, 44.3156608], [-76.509679, 44.3157133], [-76.5096844, 44.3157657], [-76.5096921, 44.315818], [-76.5097005, 44.3158649], [-76.5097111, 44.3159116], [-76.5097239, 44.315958], [-76.5097389, 44.3160041], [-76.5097562, 44.3160498], [-76.5097756, 44.316095], [-76.5097972, 44.3161397], [-76.5098209, 44.3161839], [-76.5098467, 44.3162274], [-76.5101256, 44.3165938], [-76.5101616, 44.3166485], [-76.5101951, 44.3167041], [-76.5102261, 44.3167604], [-76.5102546, 44.3168174], [-76.5102804, 44.316875], [-76.5103037, 44.3169333], [-76.5103243, 44.316992], [-76.5103422, 44.3170511], [-76.5103574, 44.3171107], [-76.5104228, 44.3174216], [-76.510445, 44.3175571], [-76.5104729, 44.3176921], [-76.5105066, 44.3178264], [-76.5105459, 44.3179599], [-76.5105908, 44.3180925], [-76.5106414, 44.3182241], [-76.5106975, 44.3183545], [-76.51073, 44.3184317], [-76.5107587, 44.3185097], [-76.5107838, 44.3185883], [-76.5108051, 44.3186675], [-76.5108226, 44.3187472], [-76.5108364, 44.3188272], [-76.5108463, 44.3189076], [-76.5108524, 44.3189881], [-76.5108796, 44.3199256]], ""type"": ""LineString""}","44.3110150982529, -76.51356562042348"
4048,MARGARET,WAY,,MARGARET WAY,FIELDSTONE DR,FIELDSTONE DR,4C-R,700,752,701,749,700,752,701,749,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,WY,Margaret Way,"{""coordinates"": [[-76.442665, 44.2642858], [-76.4439336, 44.264968], [-76.4439393, 44.2649699], [-76.443945, 44.264972], [-76.4439505, 44.2649742], [-76.443956, 44.2649766], [-76.4439613, 44.264979], [-76.4439665, 44.2649816], [-76.4439716, 44.2649844], [-76.4439766, 44.2649872], [-76.4439814, 44.2649902], [-76.443986, 44.2649933], [-76.4439906, 44.2649965], [-76.4439949, 44.2649998], [-76.4439991, 44.2650032], [-76.4440031, 44.2650068], [-76.444007, 44.2650104], [-76.4440107, 44.2650141], [-76.4440141, 44.2650179], [-76.4440175, 44.2650218], [-76.4440206, 44.2650258], [-76.4440235, 44.2650298], [-76.4440262, 44.265034], [-76.4440288, 44.2650381], [-76.4440311, 44.2650424], [-76.4440332, 44.2650467], [-76.4440352, 44.265051], [-76.4440369, 44.2650554], [-76.4440384, 44.2650599], [-76.4440396, 44.2650643], [-76.4440407, 44.2650688], [-76.4440416, 44.2650733], [-76.4440422, 44.2650779], [-76.4440426, 44.2650824], [-76.4440428, 44.265087], [-76.4440428, 44.2650915], [-76.4440425, 44.2650961], [-76.4440421, 44.2651007], [-76.4440414, 44.2651052], [-76.4440405, 44.2651097], [-76.4440394, 44.2651142], [-76.4440381, 44.2651187], [-76.4440365, 44.2651231], [-76.4440348, 44.2651275], [-76.4440328, 44.2651318], [-76.4440306, 44.2651361], [-76.4440283, 44.2651403], [-76.4440257, 44.2651445], [-76.4440229, 44.2651486], [-76.44402, 44.2651526], [-76.4440168, 44.2651566], [-76.4440134, 44.2651605], [-76.4440099, 44.2651642], [-76.4440062, 44.2651679], [-76.4440023, 44.2651715], [-76.4439982, 44.2651751], [-76.443994, 44.2651785], [-76.4439896, 44.2651818], [-76.4439851, 44.2651849], [-76.4439804, 44.265188], [-76.4439756, 44.265191], [-76.4439706, 44.2651938], [-76.4435877, 44.2655606], [-76.443575, 44.2655705], [-76.4435618, 44.26558], [-76.4435482, 44.2655892], [-76.4435342, 44.265598], [-76.4435197, 44.2656065], [-76.4435048, 44.2656146], [-76.4434896, 44.2656224], [-76.443474, 44.2656298], [-76.443458, 44.2656367], [-76.4434417, 44.2656433], [-76.4434251, 44.2656495], [-76.4434082, 44.2656552], [-76.4433911, 44.2656605], [-76.4433737, 44.2656654], [-76.443356, 44.2656698], [-76.4433382, 44.2656739], [-76.4433202, 44.2656774], [-76.443302, 44.2656805], [-76.4432837, 44.2656832], [-76.4432653, 44.2656854], [-76.4425896, 44.265785]], ""type"": ""LineString""}","44.26512411256191, -76.44337940834072"
4050,MCCALLUM,ST,,MCCALLUM ST,CHERYL PL,FIELDSTONE DR,4C-R,530,538,,,530,538,0,0,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,McCallum St,"{""coordinates"": [[-76.4447037, 44.2634528], [-76.444666, 44.2634455], [-76.4446286, 44.2634373], [-76.4445917, 44.2634282], [-76.4445552, 44.2634181], [-76.4445193, 44.2634071], [-76.4444839, 44.2633952], [-76.4444491, 44.2633824], [-76.444415, 44.2633688], [-76.4443815, 44.2633542], [-76.4437717, 44.2630881]], ""type"": ""LineString""}","44.26328475773134, -76.44423284338245"
